d_antenna_zoom1,s1_spacing,R,z_R,z_new,w_new,w0_new
0.14,0.45303030303030306,0.4803928096177603,0.13236209782811675,0.14502827076031544,19.257588439087424,12.98185877210434
0.14,0.46606060606060606,0.48383836368329936,0.13436260401350358,0.1428010524507225,19.087028731461217,13.079594059587027
0.14,0.4790909090909091,0.4872940623353712,0.1363834933556992,0.14049152065056875,18.918675120896264,13.177589194902136
0.14,0.4921212121212122,0.49075951604086554,0.1384244270833773,0.13809834957834713,18.75274746516073,13.275822178677485
0.14,0.5051515151515151,0.49423431707700705,0.14048503578447236,0.13562021999670384,18.58947409683233,13.374270185857792
0.14,0.5181818181818182,0.49771803895522637,0.1425649184698122,0.13305582085121262,18.429091889575396,13.472909555389633
0.14,0.5312121212121212,0.5012102358314341,0.14466364164745055,0.1304038509811121,18.27184627974197,13.571715780656866
0.14,0.5442424242424243,0.5047104419026327,0.14678073841089034,0.12766302090254314,18.11799123650365,13.670663500729328
0.14,0.5572727272727274,0.5082181707898322,0.14891570754457403,0.12483205466463922,17.967789173327386,13.769726492489532
0.14,0.5703030303030303,0.5117329149072319,0.15106801265019357,0.1219096917786186,17.8215107932916,13.868877663703659
0.14,0.5833333333333334,0.5152541448176926,0.15323708129755897,0.11889468921980836,17.679434860528733,13.968089047104803
0.14,0.5963636363636364,0.5187813085745117,0.15542230420393688,0.11578582350229225,17.541847890006267,14.06733179555777
0.14,0.6093939393939394,0.5223138310495765,0.15762303444594705,0.11258189282561952,17.409043747954907,14.166576178376076
0.14,0.6224242424242424,0.5258511132479786,0.15983858670827067,0.10928171929274137,17.281323155555835,14.265791578862716
0.14,0.6354545454545455,0.5293925316092191,0.1620682365735876,0.10588415119804605,17.158993089043985,14.364946493147315
0.14,0.6484848484848486,0.532937437295166,0.1643112198583122,0.10238806538406146,17.042366070207695,14.464008530392833
0.14,0.6615151515151516,0.5364851554649694,0.1665667319988401,0.09879236966506026,16.931759342396152,14.562944414445418
0.14,0.6745454545454546,0.5400349845371748,0.16883392749314974,0.09509600531546374,16.827493928612235,14.661719987001097
0.14,0.6875757575757576,0.5435861954393248,0.1711119194027224,0.0912979496205751,16.72989357008383,14.760300212362962
0.14,0.7006060606060607,0.5471380308453931,0.17339977891984457,0.08739721848679738,16.63928354587623,14.858649183861928
0.14,0.7136363636363636,0.5506897044014323,0.17569653500544472,0.08339286910809203,16.555989376618303,14.956730132013414
0.14,0.7266666666666667,0.5542403999398904,0.17800117410268268,0.07928400268502815,16.480335418235644,15.054505434481205
0.14,0.7396969696969697,0.5577892706830944,0.18031263993155094,0.07506976719234813,16.412643354660258,15.151936627918005
0.14,0.7527272727272728,0.5613354384364653,0.1826298333697773,0.07074936019053335,16.353230601744155,15.248984421750647
0.14,0.7657575757575759,0.5648779927721098,0.18495161242530747,0.06632203167641292,16.302408637942804,15.345608713975238
0.14,0.7787878787878788,0.5684159902034788,0.18727679230561917,0.06178708696739272,16.260481280633023,15.441768609024944
0.14,0.7918181818181819,0.5719484533518799,0.18960414558905986,0.05714388961342172,16.227742930049267,15.537422437769854
0.14,0.8048484848484849,0.5754743701057023,0.19193240250330695,0.05239186433033771,16.204476805609517,15.632527779704617
0.14,0.8178787878787879,0.5789926927732862,0.19426025131592653,0.04753049994776158,16.190953201701113,15.72704148737545
0.14,0.8309090909090909,0.5825023372304765,0.19658633884184626,0.04255935236423234,16.18742779165473,15.82091971309332
